//Type,ID,Name,BasePrice,Quantity,SubclassAttribute
E,21570,Blender Pro,16.74,25,12
E,51604,Coffee Maker,25.44,15,12
E,72196,Coffee Maker,58.03,15,36
P,83386,Romaine Lettuce,12.99,23,6/5/2026
P,77044,Fresh Strawberries,5.35,26,7/5/2026
B,11202,Sparkling Water,8.05,31,FALSE
B,86645,Organic Green Tea,9.78,94,FALSE
E,99651,Coffee Maker,84.41,7,36
B,11924,Energy Drink,8.33,80,FALSE
P,77832,Fresh Strawberries,6.98,40,6/6/2026
P,10185,Fresh Strawberries,12.72,33,7/16/2026
B,99849,Organic Green Tea,7.08,11,FALSE
P,86340,Baby Spinach,3.28,43,6/9/2026
E,25787,Electric Mixer,93.77,8,36
B,53965,Diet Soda Can,7.75,84,FALSE
B,33835,Classic Cola,8.77,79,FALSE
P,35861,Avocados Bag,13.43,23,6/3/2026
B,16335,Apple Juice,8.51,107,TRUE
E,45463,Mini Rice Cooker,56.76,6,36
E,13145,Electric Mixer,18.9,22,6
P,5340,Whole Milk,13.83,49,6/18/2026
B,32051,Apple Juice,9.0,65,TRUE
B,7983,Classic Cola,2.05,70,FALSE
B,93495,Diet Soda Can,1.15,13,TRUE
P,29867,Romaine Lettuce,5.01,58,6/19/2026
E,59172,Blender Pro,28.58,2,36
P,35859,Baby Spinach,4.42,35,6/21/2026
E,15479,Blender Pro,87.9,8,36
E,53639,Toaster Oven,33.63,23,36
B,16316,Sparkling Water,5.66,20,TRUE
P,3031,Fresh Strawberries,11.95,31,6/1/2026
E,43837,Toaster Oven,68.78,13,12
E,3020,Toaster Oven,119.66,5,36
B,49471,Sparkling Water,7.05,100,FALSE
E,86345,Coffee Maker,118.45,16,6
B,79014,Classic Cola,1.75,62,FALSE
P,17217,Whole Milk,2.62,34,7/12/2026
E,11428,Toaster Oven,45.26,14,12
P,53881,Avocados Bag,10.38,11,6/27/2026
E,37477,Blender Pro,110.35,9,12
E,30085,Electric Kettle,28.21,15,6
E,4962,Electric Mixer,74.13,25,36
E,42450,Coffee Maker,75.87,19,6
P,21597,Whole Milk,9.78,35,7/15/2026
P,36548,Avocados Bag,12.88,54,6/8/2026
E,74232,Toaster Oven,53.33,9,12
B,47434,Apple Juice,1.17,66,FALSE
E,20493,Blender Pro,61.28,12,12
B,44710,Apple Juice,7.8,44,TRUE
E,93169,Electric Mixer,43.19,14,36
B,39246,Classic Cola,5.03,19,TRUE
E,48748,Blender Pro,108.94,9,12
P,43034,Baby Spinach,4.49,45,7/7/2026
P,41325,Baby Spinach,12.08,5,7/5/2026
E,94983,Toaster Oven,29.78,18,6
B,16249,Diet Soda Can,3.46,58,FALSE
B,12632,Sparkling Water,6.44,54,TRUE
E,99880,Coffee Maker,51.59,19,36
E,96030,Blender Pro,28.74,21,12
B,12604,Diet Soda Can,7.51,112,TRUE
E,10641,Electric Mixer,43.24,24,36
P,74768,Avocados Bag,14.71,52,6/27/2026
E,34858,Electric Kettle,49.94,16,12
P,49665,Whole Milk,7.57,48,6/24/2026
E,37749,Electric Mixer,43.39,20,36
P,38908,Romaine Lettuce,4.25,7,7/16/2026
P,5912,Romaine Lettuce,2.96,47,6/2/2026
P,86321,Whole Milk,8.53,57,6/11/2026
B,2909,Organic Green Tea,7.13,36,TRUE
P,57530,Baby Spinach,13.36,53,7/5/2026
B,54711,Classic Cola,5.75,107,FALSE
P,11467,Whole Milk,9.91,17,7/9/2026
P,64463,Fresh Strawberries,12.07,46,6/27/2026
P,65640,Fresh Strawberries,7.99,37,6/28/2026
P,42548,Baby Spinach,4.5,38,6/13/2026
B,63990,Organic Green Tea,2.73,102,FALSE
B,29108,Organic Green Tea,3.61,73,TRUE
P,76979,Avocados Bag,9.54,60,7/8/2026
B,52579,Classic Cola,2.59,31,TRUE
E,79353,Electric Mixer,66.12,6,6
P,66190,Fresh Strawberries,9.41,27,6/6/2026
P,70998,Romaine Lettuce,10.21,45,6/19/2026
E,72072,Coffee Maker,62.31,11,12
B,35180,Organic Green Tea,2.37,18,FALSE
P,63136,Baby Spinach,13.07,27,7/14/2026
E,4505,Electric Kettle,74.24,17,12
B,46549,Classic Cola,2.06,91,FALSE
B,65628,Apple Juice,4.25,94,TRUE
E,8038,Electric Kettle,66.65,15,12
P,99702,Fresh Strawberries,11.7,16,6/7/2026
E,60747,Electric Kettle,35.56,5,6
P,64820,Fresh Strawberries,14.64,5,6/24/2026
B,84523,Sparkling Water,8.41,70,TRUE
B,40392,Apple Juice,7.69,24,FALSE
B,84324,Organic Green Tea,6.81,21,FALSE
B,74975,Sparkling Water,9.89,52,TRUE
P,61004,Avocados Bag,6.14,8,7/12/2026
B,8498,Sparkling Water,7.93,65,TRUE
P,7557,Avocados Bag,7.35,43,6/3/2026
B,20605,Sparkling Water,1.55,91,FALSE
P,53557,Avocados Bag,8.65,34,6/21/2026
E,87144,Coffee Maker,51.75,25,12
P,82990,Fresh Strawberries,13.86,16,7/13/2026
E,74678,Toaster Oven,44.61,5,12
B,92892,Organic Green Tea,1.42,108,FALSE
B,43972,Organic Green Tea,9.47,86,TRUE
E,93211,Electric Mixer,99.7,24,12
E,45867,Toaster Oven,57.43,23,6
E,77464,Electric Mixer,112.98,5,6
P,47486,Baby Spinach,14.57,18,6/18/2026
E,46878,Coffee Maker,35.26,17,36
E,89652,Mini Rice Cooker,38.61,8,12
P,12327,Whole Milk,9.48,37,6/13/2026
P,78742,Baby Spinach,2.75,13,6/2/2026
P,13082,Avocados Bag,6.06,39,7/3/2026
E,59384,Electric Mixer,113.66,12,12
B,65923,Apple Juice,7.53,49,FALSE
P,92726,Fresh Strawberries,12.41,11,6/10/2026
P,20998,Romaine Lettuce,2.92,56,7/15/2026
P,36368,Avocados Bag,7.23,51,6/5/2026
P,5303,Baby Spinach,7.43,13,6/14/2026
E,52310,Electric Kettle,49.31,9,36
B,15093,Sparkling Water,2.73,62,FALSE
P,54390,Organic Eggs,13.34,13,6/8/2026
E,57543,Toaster Oven,70.37,10,12
B,84318,Apple Juice,6.14,69,TRUE
P,21404,Romaine Lettuce,2.88,22,7/6/2026
E,14821,Electric Kettle,83.23,17,12
P,84437,Organic Eggs,11.85,6,6/10/2026
E,40180,Toaster Oven,61.44,12,36
P,83685,Whole Milk,14.22,38,6/6/2026
P,29185,Fresh Strawberries,6.31,20,6/30/2026
E,47480,Blender Pro,94.76,4,6
E,93656,Coffee Maker,19.36,10,36
P,43094,Avocados Bag,7.73,27,6/1/2026
E,70045,Electric Kettle,79.52,13,12
B,87424,Organic Green Tea,2.43,23,TRUE
B,91826,Apple Juice,5.92,18,TRUE
B,82908,Diet Soda Can,8.06,76,TRUE
P,58529,Whole Milk,11.91,18,7/8/2026
B,34458,Apple Juice,1.34,31,FALSE
P,59027,Avocados Bag,7.39,49,7/1/2026
B,4685,Apple Juice,9.16,111,FALSE
B,11663,Diet Soda Can,6.04,66,TRUE
P,79960,Baby Spinach,11.73,29,6/5/2026
E,98831,Electric Mixer,33.44,9,6
E,82960,Coffee Maker,56.57,12,36
B,91507,Energy Drink,6.34,95,FALSE
E,2979,Toaster Oven,60.15,19,36
B,1433,Apple Juice,2.99,62,TRUE
E,75777,Electric Mixer,67.82,16,12
P,827,Organic Eggs,2.52,6,7/6/2026
E,38343,Electric Mixer,64.36,4,36
P,38672,Whole Milk,5.76,11,6/12/2026
E,80302,Mini Rice Cooker,106.88,3,6
B,98556,Energy Drink,7.7,71,TRUE
E,10898,Electric Mixer,30.39,2,36
P,19962,Organic Eggs,13.26,52,6/7/2026
B,26814,Energy Drink,4.47,80,FALSE
B,16259,Sparkling Water,3.94,48,FALSE
P,79469,Romaine Lettuce,13.9,14,6/10/2026
E,27921,Coffee Maker,68.19,7,12
B,34044,Sparkling Water,2.44,118,FALSE
P,94083,Baby Spinach,13.8,14,6/23/2026
B,4519,Diet Soda Can,1.17,19,TRUE
E,11041,Electric Mixer,85.75,6,36
E,33836,Blender Pro,28.84,2,36
P,4544,Fresh Strawberries,7.1,11,6/23/2026
B,81722,Apple Juice,4.92,91,FALSE
P,20396,Avocados Bag,7.67,8,7/14/2026
B,57852,Apple Juice,7.96,89,FALSE
B,67368,Sparkling Water,5.99,62,FALSE
E,4680,Toaster Oven,37.61,10,36
E,27108,Electric Mixer,22.06,3,6
B,27619,Classic Cola,6.75,51,FALSE
B,94231,Sparkling Water,1.33,46,FALSE
B,99716,Apple Juice,7.63,99,FALSE
E,77234,Electric Kettle,15.74,5,6
P,35216,Organic Eggs,4.99,11,7/10/2026
E,47828,Coffee Maker,55.87,17,12
P,36763,Avocados Bag,3.87,53,6/5/2026
E,17144,Electric Kettle,55.67,15,6
B,76867,Energy Drink,3.37,116,TRUE
B,9990,Apple Juice,3.78,44,TRUE
E,82127,Electric Mixer,78.2,2,36
E,90314,Blender Pro,48.02,3,6
P,88427,Whole Milk,11.88,50,6/13/2026
P,11290,Fresh Strawberries,4.99,16,6/7/2026
B,14610,Energy Drink,7.44,51,FALSE
P,70927,Baby Spinach,10.73,53,6/20/2026
P,83934,Organic Eggs,3.99,37,6/1/2026
B,86840,Apple Juice,8.46,114,FALSE
E,71979,Electric Mixer,71.5,12,6
B,50723,Classic Cola,4.83,98,TRUE
P,23615,Baby Spinach,10.15,33,7/7/2026
B,31827,Organic Green Tea,1.68,110,FALSE
B,1375,Organic Green Tea,8.75,75,TRUE
B,41696,Organic Green Tea,1.52,76,TRUE
B,6192,Sparkling Water,5.3,40,FALSE
B,14651,Classic Cola,5.11,90,FALSE
P,27907,Fresh Strawberries,6.84,58,7/9/2026
B,89092,Sparkling Water,1.44,26,TRUE
E,93198,Blender Pro,102.21,18,6
P,75909,Fresh Strawberries,9.45,60,6/7/2026
P,98573,Organic Eggs,11.53,23,6/12/2026
E,36137,Electric Mixer,78.19,16,6
B,97529,Diet Soda Can,4.69,51,TRUE
B,19735,Classic Cola,3.58,43,TRUE
P,51638,Avocados Bag,10.85,10,6/5/2026
B,10125,Apple Juice,3.73,102,TRUE
E,50133,Electric Mixer,61.39,23,6
B,72700,Sparkling Water,7.17,98,TRUE
B,33898,Diet Soda Can,6.87,86,FALSE
E,74527,Electric Mixer,73.21,3,6
E,98329,Blender Pro,31.28,4,12
P,47561,Fresh Strawberries,6.84,15,6/12/2026
E,76821,Blender Pro,23.99,18,6
E,58316,Electric Kettle,68.62,7,36
B,6619,Diet Soda Can,9.04,101,TRUE
P,5629,Organic Eggs,3.47,35,6/26/2026
B,7872,Diet Soda Can,6.38,82,TRUE
E,28079,Electric Mixer,64.38,14,12
P,87338,Avocados Bag,13.52,15,6/10/2026
B,38109,Sparkling Water,6.8,91,FALSE
B,92149,Organic Green Tea,3.36,119,TRUE
B,10372,Organic Green Tea,9.0,118,TRUE
B,95671,Classic Cola,1.38,55,TRUE
B,67551,Energy Drink,5.64,45,FALSE
B,58849,Classic Cola,1.22,43,TRUE
P,40283,Romaine Lettuce,8.62,28,7/16/2026
B,39357,Classic Cola,2.44,80,TRUE
B,3288,Diet Soda Can,9.26,56,FALSE
E,4075,Electric Kettle,56.52,10,6
E,439,Toaster Oven,60.27,15,6
P,30133,Organic Eggs,2.6,35,7/13/2026
B,30707,Diet Soda Can,5.22,78,TRUE
P,32248,Organic Eggs,12.63,43,6/27/2026
E,46846,Blender Pro,75.76,17,6
E,31589,Toaster Oven,70.13,2,12
B,96528,Classic Cola,8.31,65,FALSE
P,24695,Fresh Strawberries,11.87,54,7/3/2026
B,12465,Organic Green Tea,6.96,78,TRUE
P,35900,Romaine Lettuce,7.75,46,6/16/2026
B,94289,Apple Juice,5.33,117,TRUE
E,74918,Coffee Maker,44.82,21,36
P,56942,Whole Milk,12.93,59,6/25/2026
B,53786,Sparkling Water,7.89,72,TRUE
E,81156,Mini Rice Cooker,17.0,10,12
B,88119,Diet Soda Can,2.82,102,TRUE
P,16162,Baby Spinach,8.14,7,6/10/2026
P,70456,Organic Eggs,9.62,32,6/28/2026
P,40175,Baby Spinach,12.27,32,6/14/2026
B,76145,Sparkling Water,2.29,41,TRUE
B,54867,Organic Green Tea,7.52,41,TRUE
E,7277,Toaster Oven,98.54,19,6
B,23091,Organic Green Tea,7.89,26,FALSE
P,48582,Whole Milk,4.18,45,6/3/2026
E,96877,Coffee Maker,48.75,14,36
P,58540,Fresh Strawberries,3.84,32,6/9/2026
B,9184,Sparkling Water,3.53,62,FALSE
B,67130,Energy Drink,1.32,95,TRUE
E,27174,Mini Rice Cooker,117.6,3,36
E,45045,Toaster Oven,112.97,10,36
P,61479,Baby Spinach,3.46,26,6/17/2026
P,98016,Organic Eggs,11.39,56,7/7/2026
P,95693,Avocados Bag,14.87,41,6/18/2026
P,81250,Romaine Lettuce,13.37,47,6/4/2026
E,58433,Toaster Oven,44.76,5,36
P,35734,Organic Eggs,14.05,16,7/14/2026
P,28129,Avocados Bag,4.69,35,6/19/2026
P,53431,Romaine Lettuce,9.8,18,7/16/2026
E,51862,Mini Rice Cooker,92.63,21,6
E,62868,Blender Pro,43.52,22,6
E,60022,Electric Kettle,61.84,2,6
E,27077,Mini Rice Cooker,82.77,18,12
B,42673,Organic Green Tea,7.02,93,FALSE
E,39570,Blender Pro,20.32,19,36
E,53261,Mini Rice Cooker,61.47,19,36
B,49744,Energy Drink,8.78,117,FALSE
B,84176,Energy Drink,6.86,105,FALSE
E,95036,Electric Kettle,104.38,14,12
B,20174,Diet Soda Can,3.9,55,TRUE
E,47405,Electric Kettle,62.55,20,36
B,71073,Apple Juice,9.28,50,TRUE
P,36650,Romaine Lettuce,3.59,60,6/18/2026
P,52166,Organic Eggs,8.78,25,6/11/2026
E,88908,Blender Pro,76.77,12,6
P,40496,Whole Milk,9.92,16,7/6/2026
B,47664,Energy Drink,6.41,44,FALSE
E,63660,Electric Kettle,95.71,4,36
P,8306,Organic Eggs,12.21,28,6/20/2026
P,69013,Organic Eggs,11.89,32,6/8/2026
E,88260,Mini Rice Cooker,24.22,2,12
B,32963,Sparkling Water,8.25,50,FALSE
E,97668,Coffee Maker,99.03,15,36
E,89603,Blender Pro,36.11,12,6
E,20391,Electric Mixer,71.99,5,12
P,49384,Avocados Bag,4.74,54,6/1/2026
B,32940,Sparkling Water,5.76,36,FALSE
E,54734,Coffee Maker,104.61,6,6
B,37813,Energy Drink,6.38,76,TRUE
E,85849,Electric Mixer,30.79,14,12
B,20588,Diet Soda Can,3.02,95,TRUE
B,1782,Classic Cola,5.26,36,TRUE
E,99614,Electric Kettle,65.0,2,12
B,41502,Sparkling Water,2.2,108,FALSE
E,94657,Blender Pro,43.68,8,6
P,4308,Fresh Strawberries,12.55,49,6/21/2026
E,82294,Coffee Maker,88.64,7,6
E,24423,Electric Kettle,24.5,19,36
B,15860,Organic Green Tea,8.45,81,FALSE
P,80880,Baby Spinach,14.11,34,6/12/2026
B,49687,Apple Juice,8.81,85,FALSE
B,3719,Energy Drink,9.47,40,FALSE
B,39585,Energy Drink,4.35,32,TRUE
P,82097,Whole Milk,7.19,23,7/1/2026
B,51996,Organic Green Tea,2.87,84,FALSE
P,6890,Fresh Strawberries,12.97,51,7/7/2026
E,35011,Blender Pro,110.92,24,36
B,95934,Organic Green Tea,5.97,49,TRUE
B,76084,Apple Juice,9.11,56,TRUE
E,68055,Electric Mixer,105.0,17,6
P,94467,Romaine Lettuce,14.77,18,7/10/2026
B,29151,Classic Cola,3.72,120,TRUE
B,35483,Apple Juice,7.49,47,FALSE
B,17683,Energy Drink,7.37,32,TRUE
P,23411,Whole Milk,5.33,35,7/1/2026
P,99471,Romaine Lettuce,7.5,56,6/3/2026
B,80993,Classic Cola,5.05,34,TRUE
B,38072,Apple Juice,5.34,94,FALSE
B,7253,Organic Green Tea,7.83,66,FALSE
B,16686,Energy Drink,1.16,106,FALSE
P,95815,Baby Spinach,14.79,57,7/14/2026
E,16990,Toaster Oven,64.98,15,12
P,652,Organic Eggs,12.31,13,7/1/2026
B,93072,Diet Soda Can,8.0,110,FALSE
E,12998,Mini Rice Cooker,118.79,24,36
P,58166,Romaine Lettuce,9.17,26,6/21/2026
B,40023,Diet Soda Can,8.46,33,TRUE
E,23043,Blender Pro,94.98,15,6
P,28825,Baby Spinach,13.63,37,6/6/2026
E,21677,Coffee Maker,105.55,3,36
E,4942,Blender Pro,108.49,19,12
E,12597,Blender Pro,36.19,10,6
B,47029,Apple Juice,7.48,24,FALSE
B,98020,Apple Juice,9.81,49,FALSE
P,73848,Baby Spinach,5.49,60,6/23/2026
B,43149,Organic Green Tea,1.63,25,TRUE
E,46270,Coffee Maker,67.83,9,36
P,91783,Romaine Lettuce,11.29,13,7/1/2026
P,13888,Whole Milk,3.77,60,6/28/2026
P,53595,Whole Milk,2.64,36,7/8/2026
B,79391,Diet Soda Can,9.07,27,FALSE
P,17556,Baby Spinach,10.56,18,7/4/2026
E,27904,Electric Mixer,117.53,7,12
P,55399,Baby Spinach,10.19,46,7/10/2026
B,50273,Sparkling Water,4.05,29,TRUE
P,25677,Whole Milk,9.85,57,7/9/2026
B,21502,Diet Soda Can,4.73,94,TRUE
P,99120,Baby Spinach,3.33,43,7/16/2026
E,29975,Toaster Oven,81.34,9,12
B,67152,Organic Green Tea,4.83,38,FALSE
B,48437,Energy Drink,5.6,119,FALSE
P,4066,Baby Spinach,10.64,41,6/25/2026
E,82817,Blender Pro,30.23,14,12
B,20961,Organic Green Tea,3.15,81,TRUE
P,7703,Avocados Bag,13.54,40,6/21/2026
P,91421,Whole Milk,8.26,20,6/9/2026
E,89100,Mini Rice Cooker,95.43,14,36
P,59994,Avocados Bag,4.23,46,6/11/2026
B,35696,Diet Soda Can,2.53,33,TRUE
B,99811,Organic Green Tea,6.21,100,FALSE
B,82841,Apple Juice,4.39,13,FALSE
P,23923,Avocados Bag,5.27,23,6/14/2026
B,69135,Diet Soda Can,8.83,74,FALSE
P,40332,Baby Spinach,5.07,37,6/29/2026
E,5263,Electric Kettle,18.77,23,6
P,14265,Organic Eggs,11.97,23,7/2/2026
E,34276,Coffee Maker,51.64,22,6
E,27146,Toaster Oven,106.15,17,36
E,95244,Coffee Maker,20.64,18,36
P,89453,Romaine Lettuce,11.37,30,6/28/2026
B,55777,Classic Cola,6.36,120,FALSE
P,72434,Romaine Lettuce,4.39,39,7/5/2026
E,65216,Electric Kettle,43.19,2,36
P,32264,Fresh Strawberries,5.04,47,7/15/2026
B,88945,Organic Green Tea,8.01,29,FALSE
B,7425,Classic Cola,2.56,86,FALSE
P,35776,Whole Milk,9.05,57,6/17/2026
P,64959,Avocados Bag,3.94,8,6/7/2026
B,93096,Organic Green Tea,7.59,88,TRUE
B,64030,Apple Juice,1.19,118,FALSE
E,38221,Coffee Maker,48.76,24,36
E,66864,Electric Mixer,29.53,6,12
B,14709,Sparkling Water,8.32,115,FALSE
P,41318,Whole Milk,8.86,47,7/3/2026
E,22845,Electric Mixer,39.19,25,36
B,34387,Diet Soda Can,3.03,44,FALSE
P,88861,Romaine Lettuce,13.44,47,6/26/2026
B,90921,Classic Cola,4.3,28,FALSE
P,2972,Organic Eggs,4.97,59,7/11/2026
B,19112,Sparkling Water,2.92,17,TRUE
B,21832,Energy Drink,3.36,48,FALSE
P,5007,Avocados Bag,14.38,16,6/8/2026
B,41193,Apple Juice,9.94,118,TRUE
E,30279,Blender Pro,64.2,6,12
P,99608,Romaine Lettuce,14.22,54,6/24/2026
E,51463,Blender Pro,102.78,13,36
E,38533,Blender Pro,94.36,23,12
B,12058,Apple Juice,2.51,41,FALSE
E,73165,Electric Kettle,34.26,8,6
E,69430,Coffee Maker,76.86,8,36
E,76626,Toaster Oven,32.26,20,36
E,29817,Blender Pro,39.82,21,36
B,59140,Organic Green Tea,5.26,58,FALSE
E,69174,Electric Kettle,103.25,3,6
P,50562,Fresh Strawberries,12.54,34,7/2/2026
B,41187,Sparkling Water,9.26,85,FALSE
P,87304,Avocados Bag,13.95,41,7/14/2026
P,16811,Whole Milk,10.32,46,6/27/2026
P,85280,Organic Eggs,11.97,57,6/17/2026
P,33580,Avocados Bag,5.0,44,7/5/2026
E,39876,Electric Kettle,38.55,6,36
P,61178,Organic Eggs,3.58,39,6/13/2026
E,12532,Mini Rice Cooker,31.94,22,6
P,55270,Whole Milk,3.57,41,7/10/2026
E,76585,Coffee Maker,38.32,20,36
B,25710,Classic Cola,6.05,86,FALSE
E,56626,Toaster Oven,22.97,16,12
P,72983,Whole Milk,9.43,8,6/14/2026
E,79091,Coffee Maker,49.77,12,36
P,33110,Romaine Lettuce,7.18,40,6/5/2026
B,98868,Sparkling Water,2.49,84,FALSE
B,81077,Apple Juice,1.53,23,FALSE
E,22335,Electric Mixer,100.58,10,6
E,77735,Coffee Maker,35.49,24,6
P,57723,Baby Spinach,13.26,12,7/6/2026
P,3075,Fresh Strawberries,9.24,22,7/10/2026
B,10363,Apple Juice,9.67,113,FALSE
E,90750,Toaster Oven,56.52,22,36
P,37362,Fresh Strawberries,13.23,8,7/6/2026
E,61526,Coffee Maker,74.31,3,36
E,46575,Electric Mixer,39.98,8,36
B,7995,Classic Cola,3.99,101,FALSE
P,79817,Fresh Strawberries,8.55,38,6/5/2026
P,47074,Whole Milk,5.27,42,6/26/2026
B,8557,Apple Juice,2.86,58,FALSE
P,52278,Whole Milk,10.8,11,7/11/2026
E,13272,Electric Kettle,73.42,9,36
E,12257,Electric Kettle,110.21,3,6
P,32721,Whole Milk,12.94,14,7/1/2026
E,7856,Coffee Maker,59.78,5,6
B,6340,Classic Cola,1.51,17,FALSE
E,66184,Blender Pro,113.08,23,6
P,80023,Fresh Strawberries,6.52,12,7/6/2026
E,3417,Electric Mixer,51.94,7,36
P,88189,Organic Eggs,10.89,32,6/13/2026
P,98230,Baby Spinach,4.35,8,7/8/2026
P,72110,Fresh Strawberries,8.37,37,7/2/2026
P,7928,Baby Spinach,11.57,9,6/19/2026
P,42172,Avocados Bag,9.88,12,6/22/2026
B,87430,Diet Soda Can,1.05,61,TRUE
P,58310,Organic Eggs,14.8,10,6/16/2026
E,95439,Electric Mixer,94.76,19,6
E,96428,Mini Rice Cooker,64.54,9,6
P,50813,Organic Eggs,9.48,45,7/9/2026
E,68756,Electric Mixer,96.61,2,12
E,65162,Blender Pro,119.28,11,12
P,3151,Avocados Bag,14.2,6,6/12/2026
P,82649,Baby Spinach,7.12,51,6/4/2026
P,53558,Avocados Bag,5.84,26,6/8/2026
P,18092,Fresh Strawberries,8.15,36,7/3/2026
E,68818,Mini Rice Cooker,63.54,19,36
B,5635,Sparkling Water,9.29,10,TRUE
E,66327,Coffee Maker,79.66,22,36
B,69587,Sparkling Water,9.95,69,TRUE
E,72554,Coffee Maker,30.5,23,12
B,26876,Apple Juice,5.58,94,TRUE
E,82729,Toaster Oven,73.08,11,6
B,21957,Diet Soda Can,7.17,82,FALSE
B,82477,Sparkling Water,3.63,81,FALSE
P,24520,Fresh Strawberries,9.4,42,6/4/2026
E,84906,Coffee Maker,40.21,10,6
E,87871,Toaster Oven,45.7,2,6
B,34552,Organic Green Tea,2.9,72,TRUE
B,73161,Classic Cola,7.6,118,FALSE
B,7310,Energy Drink,9.5,108,TRUE
B,69142,Classic Cola,5.88,76,TRUE
P,69240,Whole Milk,7.9,25,6/27/2026
B,3446,Organic Green Tea,1.96,109,TRUE
E,15771,Toaster Oven,34.52,13,6
P,15190,Baby Spinach,5.74,31,6/14/2026
E,96451,Blender Pro,94.39,8,36
B,77646,Sparkling Water,8.9,62,TRUE
P,38627,Whole Milk,8.39,5,7/7/2026
E,38316,Mini Rice Cooker,49.04,10,36
E,23647,Coffee Maker,64.84,16,6
E,56644,Blender Pro,15.63,23,12
E,43167,Blender Pro,100.41,16,6
P,44471,Romaine Lettuce,12.3,46,6/22/2026
B,903,Energy Drink,7.61,35,TRUE
P,66472,Fresh Strawberries,10.7,26,6/15/2026
E,63204,Toaster Oven,94.25,24,6
P,84406,Baby Spinach,12.0,37,7/7/2026
B,56800,Sparkling Water,5.76,15,TRUE
P,61176,Organic Eggs,7.28,23,6/20/2026
P,49942,Avocados Bag,14.49,24,7/14/2026
B,51866,Diet Soda Can,5.94,64,FALSE
B,34584,Classic Cola,8.51,43,TRUE
P,76994,Baby Spinach,9.48,14,6/2/2026
B,4610,Classic Cola,2.62,17,FALSE
E,44351,Electric Mixer,116.65,2,36
E,71150,Blender Pro,23.61,16,36
E,69700,Coffee Maker,43.17,23,36
E,88598,Electric Mixer,98.63,8,36
P,94910,Whole Milk,8.56,21,7/6/2026
E,53750,Coffee Maker,80.64,9,36
E,55594,Electric Kettle,40.55,21,12
B,87693,Organic Green Tea,8.73,71,FALSE
P,40077,Baby Spinach,10.55,28,6/29/2026
B,18062,Classic Cola,9.45,11,TRUE
B,87008,Diet Soda Can,8.29,93,TRUE
B,75221,Classic Cola,5.91,51,TRUE
E,27461,Coffee Maker,43.38,21,6
P,42413,Romaine Lettuce,8.2,27,7/2/2026
P,76668,Avocados Bag,10.77,57,7/8/2026
P,49437,Romaine Lettuce,13.79,46,6/7/2026
P,90120,Avocados Bag,11.14,41,6/25/2026
B,43711,Diet Soda Can,1.61,111,FALSE
B,26319,Sparkling Water,2.63,26,FALSE
B,47742,Classic Cola,6.94,93,FALSE
B,36270,Organic Green Tea,3.72,106,FALSE
P,58517,Avocados Bag,9.96,41,7/3/2026
B,36065,Sparkling Water,5.96,106,FALSE
E,16746,Coffee Maker,70.82,3,36
E,48091,Mini Rice Cooker,116.53,3,6
P,58945,Avocados Bag,14.11,26,6/21/2026
B,39829,Diet Soda Can,2.65,76,TRUE
P,20745,Avocados Bag,10.51,48,7/11/2026
E,99730,Electric Kettle,69.2,4,36
E,21984,Mini Rice Cooker,29.67,21,6
P,11212,Avocados Bag,5.52,36,6/18/2026
B,16750,Sparkling Water,2.17,49,TRUE
B,67837,Organic Green Tea,3.16,91,FALSE
P,84086,Fresh Strawberries,5.08,7,7/11/2026
P,12674,Organic Eggs,3.19,51,6/22/2026
E,37584,Coffee Maker,33.07,25,12
B,4132,Energy Drink,3.43,54,FALSE
P,64376,Fresh Strawberries,6.03,55,6/16/2026
B,28814,Apple Juice,9.03,45,TRUE
P,46838,Organic Eggs,3.78,13,7/13/2026
B,43947,Energy Drink,2.51,94,FALSE
P,52276,Avocados Bag,12.13,45,7/2/2026
P,26926,Baby Spinach,6.79,40,6/29/2026
E,54894,Electric Kettle,27.1,5,6
B,14249,Classic Cola,9.91,113,FALSE
E,94046,Mini Rice Cooker,61.01,16,36
E,82878,Toaster Oven,33.68,18,6
B,13403,Apple Juice,9.0,112,FALSE
P,49566,Whole Milk,9.2,37,6/24/2026
E,67411,Mini Rice Cooker,45.09,20,36
P,73463,Romaine Lettuce,7.88,51,6/5/2026
P,54331,Avocados Bag,4.16,32,7/4/2026
E,55694,Toaster Oven,82.31,10,6
E,11810,Toaster Oven,113.08,11,12
P,19213,Romaine Lettuce,12.0,53,6/4/2026
P,57371,Baby Spinach,4.65,43,7/1/2026
E,45572,Toaster Oven,109.56,24,12
P,31172,Avocados Bag,11.12,16,7/8/2026
P,79724,Romaine Lettuce,5.08,36,7/14/2026
B,54024,Organic Green Tea,3.92,90,TRUE
B,49909,Diet Soda Can,8.51,98,TRUE
P,95609,Avocados Bag,6.52,13,7/14/2026
P,54195,Fresh Strawberries,8.46,15,7/11/2026
P,51453,Organic Eggs,7.49,12,6/10/2026
B,50243,Classic Cola,6.89,81,TRUE
B,59622,Sparkling Water,9.96,34,TRUE
B,32803,Organic Green Tea,1.15,90,TRUE
E,16584,Electric Mixer,16.25,3,6
P,42258,Romaine Lettuce,2.54,56,7/13/2026
E,58698,Electric Mixer,73.95,14,36
B,67358,Apple Juice,9.94,18,TRUE
B,91462,Diet Soda Can,7.08,88,TRUE
E,92370,Blender Pro,25.7,10,6
B,39832,Classic Cola,9.24,96,TRUE
